	0
12354	Man siger, at jamen det er ikke et problem, og det synspunkt fastholder man så, indtil det bliver et problem.
12355	Og når det endelig bliver et problem, ønsker man så heller ikke at gribe ind over for det, for så argumenterer man med, at problemet ikke er af så stort et omfang.
12356	Det vil vi gerne gribe ind over for, inden det griber om sig. 
12357	Spørgeren.
12358	Jeg er jo helt enig i, at man i de spørgsmål, hvor man bør gøre noget fra nationalt hold, selvfølgelig skal gøre det.
12359	Men som ordføreren sagde i sin tale lige før, er der jo allerede lovgivning i Danmark, der gør, at der ikke bliver kaldt til bøn fra minareter i Danmark.
12360	Der er ikke det her forstyrrende element.
12361	Ordføreren.
12362	Men fra Dansk Folkepartis side mener vi, at det er et problem.
12363	Vi mener, det er et problem, at der kommer flere og flere islamiske symboler i det danske samfund, for det er med til at dele befolkningen op i dem og os.
12364	Det er med til at understrege de forskelle, der ligger, og fordi de på nogle områder er for store, skaber de så at sige en masse frustration på begge sider.
12365	Derfor ønsker vi at gøre op med de islamiske symboler.
12366	Og det er sådan set et problem, for der er jo minareter i Danmark i dag.
12367	Der bliver så ikke indkaldt til bøn, men i realiteten kunne en kommune godt give tilladelse til det, og så ville det være muligt.
12368	Tak til Dansk Folkepartis ordfører.
12369	Da der ikke er flere, som har bedt om ordet, er forhandlingen sluttet.
12370	Jeg foreslår, at forslaget henvises til Udlændinge-, integrations- og boligudvalget.
12371	Hvis ingen gør indsigelse, betragter jeg dette som vedtaget.
12372	Det er vedtaget.
12373	Forhandlingen er åbnet, og jeg giver ordet til udlændinge- og integrationsministeren.
12374	Beslutningsforslaget pålægger regeringen at indføre en bevisbyrderegel, så EU-borgere med ophold i Danmark forpligtes til at medvirke aktivt til at dokumentere, at opholdet er lovligt.
12375	Overholdes denne medvirkningspligt ikke, skal det efter forslaget være muligt at udvise EU-borgeren.
12376	Regeringens holdning er derfor i den sammenhæng også helt klar: Vi vil ikke acceptere, at tilrejsende udlændinge er til gene, begår kriminalitet eller på anden måde skaber utryghed i Danmark.
12377	Lad mig først understrege, at politiet naturligvis kan udføre udlændingekontrol, også af EU-borgere.
12378	Viser det sig på den baggrund, at en person opholder sig ulovligt i Danmark, så vil personen blive sendt hjem igen, og sker det ikke frivilligt, sørger politiet for udrejsen, om nødvendigt med tvang.
12379	Forslagsstillerne ønsker, at man skal gå videre og i forhold til EU-borgere anvende et helt særligt dokumentationskrav.
12380	Efter dette dokumentationskrav skal en EU-borger aktivt bevise, at han eller hun ikke opholder sig ulovligt i Danmark.
12381	EU-borgernes adgang til at opholde sig i Danmark er reguleret i opholdsdirektivet.
12382	Opholdsdirektivet stiller således kun én betingelse for EU-borgeres ophold i Danmark i indtil 3 måneder, nemlig besiddelse af et gyldigt pas eller identitetskort.
12383	Direktivet sætter dermed klare grænser for, hvilke dokumentationer myndighederne kan forlange af en EU-borger.
12384	Myndighederne kan selvfølgelig kræve dokumentation for, at den arbejdssøgende opfylder disse betingelser.
12385	Der kan derimod ikke kræves dokumentation for indrejsetidspunktet.
12386	Den misbrugsbestemmelse, der findes i opholdsdirektivet, kan ikke generelt bruges til at indføre en ordning, hvorefter EU-borgere aktivt skal medvirke til at dokumentere deres lovlige ophold.
12387	Bestemmelsen kan derimod bruges til konkrete tilfælde af svig og misbrug, for eksempel hvis personen er i besiddelse af et falsk pas.
12388	Jeg er helt enig med forslagsstillerne i, at der er problemer med tilrejsende kriminelle og hjemløse udlændinge her i Danmark.
12389	F.eks. så vi hen over sommeren tilrejsende udlændinge, som slog lejr rundtom på gader og stræder, og som skabte utryghed.
12390	Med finanslovsaftalen for 2017 er der opnået enighed om en række initiativer mod tilrejsende kriminelle og hjemløse.
12391	Bl.a. er aftalepartierne enige om at kriminalisere lejre, som er egnede til at skabe utryghed, og sætte ind over for organiseret tiggeri.
12392	Initiativerne skal sikre, at borgerne kan færdes trygt i det offentlige rum, og det er helt afgørende for regeringen, at det er sådan.
12393	Men det ændrer altså ikke ved, at vi ikke kan støtte beslutningsforslaget, allerede fordi det er i strid med EU-retten.
12394	Der er en kort bemærkning fra hr. Martin Henriksen, Dansk Folkeparti.
12395	Værsgo.
12396	Tak for det.
12397	Det er også rigtigt, at der er nogle initiativer i finanslovsaftalen, som tager nogle skridt i den rigtige retning, bl.a. i forhold til at kriminalisere og i forhold til oprettelse af lejre.
12398	Og det er jo en god ting.
12399	Man kan altid diskutere, om noget er i strid med EU-reglerne eller ej – det er jo et fortolkningsspørgsmål.
12400	Ministeren.
12401	For så vidt angår de mennesker, der kommer her for at søge arbejde og jo også har en reel mulighed for at blive ansat og efterfølgende have et arbejde, synes jeg ikke at der er et problem.
12402	Der, hvor jeg synes problemet opstår, er netop, når vi ser hjemløse, og når vi ser kriminelle komme hertil.
12403	Det er derfor, vi – jo i øvrigt sammen – har strammet op på lige nøjagtig det område i finanslovsaftalen her for 2017.
12404	Og det er jeg meget tilfreds med at vi har gjort.
12405	Men jeg synes rent faktisk, at en af styrkerne ved EU – og der er vi jo givetvis uenige – er muligheden for at arbejde i EU-landene og frit at kunne bevæge sig i forhold til arbejde.
12406	Spørgeren.
12407	Det her forslag handler jo sådan set ikke om at forhindre, at man kan tage arbejde i et andet EU-land.
12408	Det kunne vi sikkert også godt i et vist omfang finde på at komme med forslag om fra Dansk Folkepartis side, men det her forslag handler jo ikke om det.
12409	Det handler om eksempelvis en marokkaner på en bænk i en park, som politiet antræffer og vurderer ikke er i stand til at forsørge sig selv.
12410	Så er det jo forholdsvis nemt at udvise ham administrativt.
12411	Ministeren.
12412	Det er klart, at der jo er visse privilegier forbundet med at være EU-borger.
12413	Der er bl.a. muligheden for at kunne bevæge sig frit og i kortere perioder opholde sig i andre EU-lande.
12414	Men igen: Der, hvor jeg ser det store problem, er i forhold til tiggeri og i forhold til kriminalitet.
12415	Der har vi altså taget fat, og det har vi gjort sammen, og det er jeg meget tilfreds med.
12416	Tak til ministeren.
12417	Vi fortsætter til rækken af ordførere.
12418	Den første hr. Dan Jørgensen som ordfører for Socialdemokratiet.
12419	Tak for det.
12420	Så på trods af at vi bakker op om intentionerne, skal vi jo i hvert fald have afklaret nærmere, hvordan det i givet fald skulle kunne lade sig gøre, hvis vi skal kunne støtte det.
12421	Men det vil jeg da så gerne bede Dansk Folkeparti om at gøre.
12422	Jeg går ud fra, at vi er enige om, at vi trods alt ikke skal bryde loven.
12423	Selv hvis den lov er vedtaget i Bruxelles, må man da gå ud fra, at vi her i Folketinget lever op til EU-retten.
12424	Tak.
12425	Der er en kort bemærkning fra hr. Martin Henriksen, Dansk Folkeparti.
12426	Tak for det.
12427	Jeg kunne godt tænke mig at spørge til noget, som man jo altid kan afklare i udvalgsbehandlingen.
12428	Så vil hr. Dan Jørgensen og Socialdemokratiet være med til at arbejde for at ændre opholdsdirektivet?
12429	Ordføreren.
12430	Det kan jeg bestemt ikke afvise at vi vil, men jeg må også sige, at lige nøjagtig en substantiel, detaljeret diskussion af, hvad der er galt med opholdsdirektivet, rummer mere.
12431	Jeg tror, det er artikel 6, vi taler om her, og den kan vi isoleret set nok godt blive enige om at man kunne rette i.
12432	Men der er også mange andre ting i opholdsdirektivet, som kunne fungere bedre.
12433	Bare lige så vi undgår misforståelser, er jeg nødt til at fastslå, at der er en forskel på det, Dansk Folkeparti mener her, og det, Socialdemokratiet mener.
12434	For mit parti mener faktisk, at det er ret godt, at man kan bevæge sig frit og bosætte sig og arbejde på tværs af grænser.
12435	Det, der er problemet her, er dem, der opholder sig ulovligt i landet, og at bekæmpe ulovligheder vil vi gerne være med til at sikre bedre vilkår for.
12436	Tak til Socialdemokratiets ordfører.
12437	Den næste i rækken er hr. Marcus Knuth som ordfører for Venstre.
12438	Forslagsstillerne vil pålægge regeringen at indføre regler, så EU-borgere med ophold i Danmark fremover selv skal bevise, at de opholder sig her lovligt.
12439	Hvis det ikke kan bevises, skal det være muligt at udvise de pågældende EU-borgere.
12440	Der har vi jo de seneste år set flere og flere i gadebilledet, især i de store byer i Danmark.
12441	Der vil jeg sige, at jeg deler Dansk Folkepartis bekymring.
12442	Jeg synes, det er et problem, at de her mennesker opholder sig og sover på gaden, sidder på bænke og drikker i løbet af dagen eller sidder og tigger ved lokale supermarkeder.
12443	Det er jo ikke det, der er formålet med EU's frie bevægelighed.
12444	Derfor vil Venstre heller ikke tolerere, at udlændinge er til gene for lovlydige borgere i Danmark.
12445	Netop derfor har vi jo i finansloven for 2017 opnået enighed om bl.a. at kriminalisere nogle af de lejre, der skaber utryghed, de såkaldte romalejre.
12446	Derudover kan politiet, som ministeren var inde på, jo allerede – og det gør de også – lave kontrol.
12447	Derudover er vi kommet med en ny forstærket indsats over for øget tiggeri.
12448	Det er jo også en del af den her problemstilling.
12449	Derudover skal det naturligvis fremadrettet også være muligt for myndighederne at kontrollere og holde skarpt opsyn med de udlændinge, der befinder sig i Danmark.
12450	Hvis folk opholder sig ulovligt i Danmark, har vi selvfølgelig mulighed for at udvise dem.
12451	Derfor siger jeg, at det jo ikke er, fordi vi ikke tager hånd om problemet.
12452	Som ministeren var inde på, er det derudover også i strid med EU's regler.
12453	Det er vi allerede i gang med, og derfor kan vi ikke støtte op om det her forslag.
12454	Tak til Venstres ordfører.
12455	Så giver jeg ordet til fru Pernille Skipper som ordfører for Enhedslisten.
12456	Det her beslutningsforslag er et beslutningsforslag, vi før har behandlet.
12457	Det vil sige, at de hele tiden skal gå rundt med en flybillet eller en togbillet eller et eller andet i lommen for at dokumentere det.
12458	Det tror jeg er temmelig besværligt.
12459	Der så være, hvad det er.
12460	Dykker man så endnu mere ned i, hvad de tænker, tror rigtig mange af dem en hel masse om det danske arbejdsmarked, som desværre ikke er realistisk.
12461	De tror, at det er guld og grønne skove, og at de kan få et job, så snart de sætter fødderne på dansk jord, og at det er nemt.
12462	Det er slet ikke så nemt.
12463	Det betyder, at rigtig mange af dem ender i en endnu større social deroute.
12464	De bliver forhutlede og hjemløse, og de penge, de havde, bliver brugt, og så ender de på gaden.
12465	Rigtig mange af dem vil gerne hjem til deres familie, men enten skammer de sig, eller også har de vitterlig ikke pengene til billetten.
12466	For det er der ikke nogen af dem der har lyst til.
12467	Så kunne de måske få noget rådgivning om, hvis de er her lovligt, hvor der i den tid, de må være her, er mulighed for at søge job, og hvad de kan gøre.
12468	Og hvis de ikke længere er her lovligt, hvordan vi kan hjælpe dem hjem og sørge for, at de ikke skal leve på gaden i Danmark.
12469	Men det er, som om der ikke er nogen herinde, der vil tale om det.
12470	Vi må kun tale om, hvordan vi generer de her mennesker mest muligt.
12471	Vi må ikke tale om, hvordan vi reelt løser problemet for både dem og os.
12472	Jeg synes ikke, det er okay.
12473	Enhedslisten har rigtig mange gange foreslået, at vi skal gøre noget mere for, at mennesker ikke lever i hjemløshed i Danmark – heller ikke dem, der ikke har lovligt ophold.
12474	Det kunne vi starte med at lave om på, og så kunne vi jo lade være med at bruge tid, kræfter og penge på at hetze dem.
12475	Så kunne vi bruge de kræfter lidt mere fornuftigt.
12476	Der er en kort bemærkning fra hr. Marcus Knuth, Venstre.
12477	Værsgo.
12478	Mange tak.
12479	Ordføreren udstiller nogle af de her grupper, for eksempel romaer, kriminelle udlændinge, som nogle stakler, der ikke har råd til at tage toget hjem igen.
12480	Helt ærlig, de her mennesker er kommet hertil fra den anden ende af Europa eller endnu længere væk.
12481	Hvis de er kommet hertil, kan de vel også komme herfra igen.
12482	Ordføreren siger, at man skal komme med alle de her tiltag med at hjælpe dem med at søge job i Danmark osv. osv.
12483	Der er jo tale om, at nogle af de folk, som kommer til Danmark, begår kriminalitet.
12484	Mange af dem sover på gader, sidder op ad kirker her i København og drikker, nogle tigger, hvilket er ulovligt.
12485	Hvis man begynder at sige, at vi skal hjælpe dem med at få arbejde, vil der jo kun komme flere og flere, og så vil problemet blive større og større.
12486	Ordføreren.
12487	Det er simpelt hen ikke et korrekt billede at male af alle de udenlandske hjemløse, der er i Danmark.
12488	Man siger, at det bare er romaer, der sidder op ad kirkemurene og drikker.
12489	Jeg ved ikke, hvad det er for en virkelighed, hr. Marcus Knuth lever i.
